session_id,target
1,0.009133112619409973
2,7.237098360734965e-10
3,4.134658268593235e-11
4,2.030391010001956e-09
5,1.8499965828499426e-05
6,0.000411528498421237
7,0.0007304655641794692
8,0.00011464027574563657
9,8.479286096686178e-05
10,0.0981941386469587
11,3.510486064321848e-05
12,2.8813441728917533e-05
13,0.0006021023081315735
14,0.05515112613841873
15,0.00018195819854911844
16,0.00905820026757313
17,0.015079820615920503
18,5.9428759860903e-06
19,0.001398880872767664
20,5.20479356228271e-10
21,0.056027469725805225
22,1.3166559296723043e-09
23,3.0837522945801235e-05
24,0.0008937320513233461
25,0.09713412826668527
26,2.5072330080220753e-09
27,8.336697626568083e-05
28,2.5449113313137493e-09
29,0.04261232069102994
30,6.522741329298804e-05
31,0.021915074905408484
32,0.05870333961600224
33,0.0009534042045028392
34,4.629527712876882e-09
35,0.05959919448580936
36,0.000498056931538588
37,9.136683054430917e-12
38,5.559885052192029e-09
39,6.522741329298804e-05
40,1.164861998847958e-06
41,0.0009087941337005251
42,0.0028677514345023555
43,2.0907730649193235e-06
44,3.3357568675075657e-06
45,0.2914521579911588
46,4.851204376208651e-06
47,0.000633770652723943
48,0.0004838934713888089
49,6.53319324473244e-05
50,4.527555418012453e-07
51,9.807361985517237e-11
52,1.2559427113175227e-05
53,0.03499598754649292
54,5.422307489799294e-05
55,2.7133274730651203e-06
56,0.0038699418580005664
57,2.1806036556513638e-08
58,7.199541014181222e-07
59,5.640911041704083e-07
60,1.4421539717666575e-07
61,3.129939555665631e-07
62,0.0001718603950575169
63,6.027410531433219e-06
64,2.0876091116558015e-05
65,1.4379782240481849e-08
66,1.2295121713401626e-09
67,2.4888017544832455e-05
68,0.0001329835996934372
69,0.17775375815423106
70,8.087645207087435e-06
71,9.042902951163749e-05
72,6.389695798366442e-07
73,0.06103309291229289
74,7.237098360734965e-10
75,4.6834494783208056e-05
76,0.0003795289232407396
77,0.00018586371296287388
78,0.0021841398061734378
79,4.325949194203893e-06
80,7.5426211191627934e-06
81,1.4275398759516684e-06
82,4.053878408190659e-05
83,7.471020137554548e-10
84,0.6211843035811185
85,1.0424043060370582e-05
86,1.9508182450808098e-09
87,0.0017613111344571592
88,0.00019243826127124606
89,0.000987826893263206
90,0.05228541747500739
91,1.567700979822265e-05
92,6.246236649356033e-06
93,0.08351289794241931
94,9.719692836252726e-05
95,0.04339754153350939
96,2.710448449423248e-09
97,0.00010829389321325712
98,6.152920895463536e-05
99,1.4253785978523651e-06
100,0.0001315397867657857
101,3.534262161041917e-05
102,0.06537088600875154
103,0.00031636192720812736
104,0.0001670098176724173
105,1.3024260790326428e-06
106,1.8180654011319655e-05
107,0.00042681980493124464
108,2.3910817577975002e-06
109,1.2009208395364924e-06
110,4.406092400940045e-06
111,0.00016580542541080366
112,1.2872931907212235e-09
113,0.019685054318280944
114,2.2127487350967803e-07
115,3.7072574259440158e-06
116,0.00010423263918341898
117,7.331930526050212e-05
118,0.0025538762244883507
119,0.015671186380046206
120,5.1760163182100894e-05
121,3.1747109404342166e-05
122,6.522741329298804e-05
123,5.3498690658350886e-05
124,5.1897564118805875e-06
125,0.006878272004351846
126,6.904418060978732e-10
127,1.7065968345573153e-10
128,1.828583760385249e-05
129,0.003773513617465313
130,0.002211931122487638
131,0.00121902674591019
132,0.0017461230933135477
133,0.0016919876178355588
134,1.153432910566044e-06
135,4.2448544802996063e-07
136,2.0876091116558015e-05
137,4.1121862466463795e-05
138,0.003913258180720405
139,2.043564809652649e-07
140,5.99831625918202e-05
141,1.3326979072894316e-10
142,1.3160716919758108e-05
143,0.001124249843410455
144,0.001937672615799258
145,5.218415919163455e-11
146,0.0020283738517443313
147,2.5230310023239435e-05
148,0.0010583789929452594
149,0.000762755647333431
150,0.07474884859577803
151,2.3287990999204845e-08
152,0.04052765061237693
153,0.00023092523576262583
154,0.00014050599535414803
155,1.007834000980301e-05
156,4.39898892007233e-05
157,1.232415226080201e-05
158,2.0876091116558015e-05
159,3.1119443005182215e-08
160,2.8569826413560083e-06
161,0.0026499517724640465
162,8.715772524035103e-05
163,1.7469587454419696e-05
164,0.007049703823182007
165,1.363904068905037e-09
166,7.879712294894486e-07
167,0.006571178344499271
168,0.000762755647333431
169,0.00043429673541762716
170,0.00013987539024148485
171,0.00122803442396538
172,8.585125332047465e-05
173,3.6736571483095955e-05
174,9.189976081776347e-05
175,0.38952851052128545
176,0.0018780005929648668
177,0.013012323935030134
178,8.600540462841109e-09
179,8.475821356238343e-06
180,0.00012152380451321635
