Id,SalePrice
1461,122811.05810546875
1462,165678.09573364258
1463,192317.69277954102
1464,199496.3932800293
1465,183159.67822265625
1466,173406.14489746094
1467,183571.22415161133
1468,161363.75253295898
1469,220573.32983398438
1470,115331.44116210938
1471,168142.12594604492
1472,90560.02810668945
1473,88851.37103271484
1474,147585.21405029297
1475,109199.3376159668
1476,378746.59375
1477,263743.00744628906
1478,316756.6716308594
1479,306225.5309448242
1480,494620.8914489746
1481,322322.7255554199
1482,205797.47100830078
1483,182139.05828857422
1484,158645.6893310547
1485,172907.20989990234
1486,185232.49728393555
1487,331725.92459106445
1488,225974.24188232422
1489,205277.8532409668
1490,259742.11645507812
1491,195176.59219360352
1492,101947.01751708984
1493,186681.67729187012
1494,325063.30404663086
1495,290705.06356811523
1496,252906.84619140625
1497,188903.11529541016
1498,167119.25231933594
1499,157323.24057006836
1500,149892.88940429688
1501,202363.92520141602
1502,139817.11810302734
1503,332986.0912322998
1504,234685.81030273438
1505,227649.75747680664
1506,191769.2991027832
1507,269753.3371582031
1508,198350.2745666504
1509,161171.41244506836
1510,142793.07272338867
1511,157519.88720703125
1512,183698.85653686523
1513,149215.9499206543
1514,168927.55284118652
1515,208741.4985961914
1516,152687.91015625
1517,171603.0980834961
1518,124317.74603271484
1519,214809.86837768555
1520,124959.10342407227
1521,138896.63623046875
1522,185998.5379638672
1523,114772.57040405273
1524,120986.9267578125
1525,126881.2075805664
1526,114903.21141052246
1527,103979.32739257812
1528,132436.61184692383
1529,162840.4253540039
1530,198139.4017944336
1531,119036.57499694824
1532,92441.14904785156
1533,159440.40982055664
1534,120382.22482299805
1535,150374.81622314453
1536,88575.87860107422
1537,56182.48799133301
1538,144737.64015197754
1539,206737.32040405273
1540,123588.93043518066
1541,143371.35876464844
1542,162416.10104370117
1543,209415.7362060547
1544,76229.46954345703
1545,120603.60768127441
1546,130541.76412963867
1547,129994.15719604492
1548,157066.9578857422
1549,129447.46249389648
1550,138115.73306274414
1551,105826.77856445312
1552,158009.56927490234
1553,149194.11184692383
1554,115807.52352905273
1555,163877.10919189453
1556,1484170600.3312073
1557,141724.9002380371
1558,100590.78732299805
1559,64260.98826599121
1560,126072.69836425781
1561,172203.55352783203
1562,124873.39190673828
1563,127771.46398925781
1564,163203.41040039062
1565,154172.650390625
1566,237537.63793945312
1567,79240.78604125977
1568,225711.49618530273
1569,134786.56259155273
1570,131847.10638427734
1571,92493.87942504883
1572,154993.29681396484
1573,-90185718.65571594
1574,131703.23510742188
1575,238287.62799072266
1576,237978.2099609375
1577,176035.7401123047
1578,161307.93435668945
1579,158711.0802307129
1580,190100.44760131836
1581,156131.3546447754
1582,137031.73486328125
1583,289465.76330566406
1584,227577.91073608398
1585,140374.21774291992
1586,86511.74047851562
1587,107607.48022460938
1588,156245.47244262695
1589,103905.57878112793
1590,128389.56573486328
1591,91455.78161621094
1592,131771.84942626953
1593,120735.08190917969
1594,48395293.779937744
1595,114420.89602661133
1596,242656.4853515625
1597,206470.11950683594
1598,202259.04110717773
1599,175670.1319885254
1600,152280.51861572266
1601,43770.98126220703
1602,121450.24578857422
1603,48052.30989074707
1604,269567.1279296875
1605,227688.68508911133
1606,158092.6753540039
1607,180159.2976989746
1608,192670.1362915039
1609,185044.84130859375
1610,140087.4285583496
1611,123188.11053466797
1612,192442.47354125977
1613,167544.86846923828
1614,132994.9581298828
1615,93099.91275024414
1616,71057.70983886719
1617,85330.67434692383
1618,136596.37478637695
1619,147680.89276123047
1620,168703.56411743164
1621,128518.3931274414
1622,141118.8099975586
1623,254243.34475708008
1624,201627.8779296875
1625,121837.15563964844
1626,159033.77813720703
1627,198516.09671020508
1628,269206.0263671875
1629,165631.5343322754
1630,372987.5149230957
1631,249337.52377319336
1632,247464.12365722656
1633,164424.5115661621
1634,187296.78259277344
1635,171022.75357055664
1636,146062.98281860352
1637,197390.35424804688
1638,177384.6064605713
1639,184681.2110900879
1640,231806.1575012207
1641,181458.32968139648
1642,267186.26220703125
1643,224407.9683227539
1644,236784.76623535156
1645,214211.17080688477
1646,148780.78482055664
1647,162308.7273864746
1648,129248.6875
1649,125973.23370361328
1650,121116.21476745605
1651,115332.40115356445
1652,90673.32055664062
1653,93771.48513793945
1654,140240.1328125
1655,127588.92938232422
1656,142287.20559692383
1657,150895.57568359375
1658,143289.36853027344
1659,127636.9108581543
1660,131500.19757080078
1661,439489.1842651367
1662,404404.1710662842
1663,391244.0395202637
1664,497073.0009765625
1665,338708.3179626465
1666,330732.9770812988
1667,371551.86779785156
1668,360595.7887573242
1669,319071.77334594727
1670,372680.13540649414
1671,274988.46575927734
1672,424670.0780944824
1673,287794.6842956543
1674,251035.61920166016
1675,210601.69665527344
1676,213650.46813964844
1677,224738.4312133789
1678,491077.26429748535
1679,399049.6452026367
1680,350383.8887023926
1681,288000.3955383301
1682,321293.82275390625
1683,202269.10614013672
1684,165286.5549621582
1685,171276.1177368164
1686,163366.7064819336
1687,156299.90649414062
1688,175249.35131835938
1689,187041.41217041016
1690,187904.82196044922
1691,174820.12362670898
1692,249388.73013305664
1693,161037.80639648438
1694,180755.36190795898
1695,162207.49578857422
1696,262991.26416015625
1697,174364.74365234375
1698,342362.5690917969
1699,331400.55755615234
1700,279697.7909851074
1701,279369.74853515625
1702,237872.3581237793
1703,231691.8132019043
1704,264754.0427246094
1705,234558.39184570312
1706,192465.57330322266
1707,237200.70878601074
1708,203032.3106689453
1709,246150.06005859375
1710,216847.63836669922
1711,267163.40380859375
1712,253507.47708129883
1713,284834.89709472656
1714,223859.37524414062
1715,211780.5394897461
1716,185171.8641052246
1717,168656.56494140625
1718,157972.45697021484
1719,212056.45657348633
1720,263191.32653808594
1721,147273.5059814453
1722,122151.97360229492
1723,149350.5919494629
1724,213447.8848876953
1725,239810.79751586914
1726,180393.08554077148
1727,174185.14511108398
1728,157617.28964233398
1729,175531.9231262207
1730,172146.39416503906
1731,111854.34829711914
1732,129153.42614746094
1733,131182.46817016602
1734,122595.02758789062
1735,97323.19812011719
1736,98550.77563476562
1737,285803.77587890625
1738,270504.83728027344
1739,268889.9758911133
1740,227043.7318725586
1741,201670.02099609375
1742,184547.5562133789
1743,169554.0294494629
1744,358279.09310913086
1745,230739.75650024414
1746,197234.41938781738
1747,231602.1975402832
1748,212218.84545898438
1749,133542.71676635742
1750,136269.79124450684
1751,227334.1229248047
1752,110748.23040771484
1753,161455.52178955078
1754,189216.5079498291
1755,163048.64068603516
1756,155700.7476196289
1757,114128.52416992188
1758,144203.57293701172
1759,167991.94317626953
1760,159338.19686889648
1761,155405.44129943848
1762,195415.58627319336
1763,174864.68728637695
1764,109643.2280883789
1765,187408.5730895996
1766,182725.80209350586
1767,223342.8560180664
1768,143023.5614013672
1769,158816.98071289062
1770,145458.77407836914
1771,132612.40785217285
1772,155406.0382385254
1773,107641.50595092773
1774,156655.65139770508
1775,137050.8465270996
1776,117696.70260620117
1777,111724.49206542969
1778,147375.4842529297
1779,134235.16677856445
1780,158440.2833557129
1781,130123.47311401367
1782,77923.75588989258
1783,135885.7826538086
1784,86639.68246459961
1785,137930.8025817871
1786,149615.58770751953
1787,155277.98049926758
1788,54475.464111328125
1789,104141.60180664062
1790,66156.56018066406
1791,204754.4969177246
1792,170924.0701904297
1793,138334.2794494629
1794,160740.48867797852
1795,126010.01431274414
1796,141229.70263671875
1797,121232.36479187012
1798,127165.47787475586
1799,101754.55856323242
1800,126045.70666503906
1801,123387.55484008789
1802,123172.01243591309
1803,159853.89785766602
1804,118473.65997314453
1805,128772.37698364258
1806,128948.96005249023
1807,130863.56954956055
1808,121632.23165893555
1809,130824.08889770508
1810,130285.81137084961
1811,140039.30596923828
1812,111636.97445678711
1813,146229.93212890625
1814,97308.80700683594
1815,59610.10348510742
1816,98078.76303100586
1817,107333.25494384766
1818,174779.7442626953
1819,133908.12969970703
1820,24796.34161376953
1821,109283.96649169922
1822,142827.6067199707
1823,38495.14872741699
1824,130820.4037475586
1825,144796.36553955078
1826,96847.28393554688
1827,106055.39433288574
1828,142782.4091796875
1829,127310.80407714844
1830,147046.9478149414
1831,155528.82577514648
1832,-4817.29377746582
1833,149521.99267578125
1834,113740.31033325195
1835,129014.55102539062
1836,145321.1912841797
1837,77448.56526184082
1838,118994.94351196289
1839,126505.39120483398
1840,162781.6427154541
1841,114191.92657470703
1842,56907.844299316406
1843,148016.66023254395
1844,131425.23461914062
1845,156613.28198242188
1846,144181.09045410156
1847,169604.83602905273
1848,49213.52752685547
1849,123065.46548461914
1850,117329.81265258789
1851,143151.75338745117
1852,108278.04696655273
1853,115004.46774291992
1854,167941.29202270508
1855,164267.37084960938
1856,217189.5140991211
1857,137265.30181884766
1858,164640.67469787598
1859,125510.26377868652
1860,150646.11024475098
1861,124355.26377868652
1862,298380.20220947266
1863,285597.75244140625
1864,285611.75244140625
1865,365519.10247802734
1866,339194.60412597656
1867,211575.8243713379
1868,284925.26153564453
1869,206701.8687133789
1870,216804.39935302734
1871,248671.67056274414
1872,169622.00274658203
1873,245359.69784545898
1874,150112.3728942871
1875,202021.19766235352
1876,200199.3533630371
1877,209856.8630065918
1878,179532.1484375
1879,137169.9934387207
1880,140433.7064819336
1881,252299.22747802734
1882,224258.15966796875
1883,189240.76959228516
1884,209574.15826416016
1885,223281.67922973633
1886,279389.31506347656
1887,213750.82034301758
1888,249794.40524291992
1889,158344.12231445312
1890,106648.6109008789
1891,83426.95492553711
1892,112789.47964477539
1893,132339.94494628906
1894,122870.47790527344
1895,136598.03393554688
1896,127937.16076660156
1897,117527.75828552246
1898,92063.50561523438
1899,160886.79336547852
1900,143926.2433166504
1901,198532.1828918457
1902,179713.7229309082
1903,224682.58422851562
1904,159730.18954467773
1905,194640.65759277344
1906,148184.4129638672
1907,214774.93560791016
1908,107897.00146484375
1909,128512.16323852539
1910,120790.01977539062
1911,227295.93600463867
1912,336982.24755859375
1913,179967.48727416992
1914,38353.305572509766
1915,345479.53424072266
1916,95679652915.66925
1917,222688.1239013672
1918,127023.06497192383
1919,158836.91299438477
1920,168694.1056060791
1921,397297.27587890625
1922,341014.7498474121
1923,224553.86248779297
1924,222102.78451538086
1925,207239.47834777832
1926,384007.45977783203
1927,124866.84826660156
1928,169022.89346313477
1929,117105.68872070312
1930,119882.64920043945
1931,126213.74645996094
1932,119904.07745361328
1933,202836.83432006836
1934,191547.87533569336
1935,158835.06713867188
1936,209353.59426879883
1937,175940.6233215332
1938,167291.484375
1939,282788.987701416
1940,182380.46319580078
1941,169666.3572998047
1942,165452.37591552734
1943,213276.39883422852
1944,352159.3880004883
1945,393947.416595459
1946,92643669917.65176
1947,97539.62451171875
1948,182598.13134765625
1949,233236.87322998047
1950,191844.41760253906
1951,252720.58044433594
1952,205038.9694519043
1953,184019.63442993164
1954,184035.65447998047
1955,139134.97833251953
1956,302284.5277404785
1957,163666.5061340332
1958,252669.0323486328
1959,134555.16110229492
1960,94255.74917602539
1961,116965.81384277344
1962,84215.51754760742
1963,100021.79901123047
1964,103694.1605834961
1965,133159.77310180664
1966,150116.37649536133
1967,314615.47590637207
1968,432034.73611450195
1969,398717.2548828125
1970,404806.74797058105
1971,451604.3762817383
1972,378810.1865539551
1973,278742.62127685547
1974,341133.99240112305
1975,494018.9052429199
1976,285964.7355957031
1977,380055.5108642578
1978,347718.9347229004
1979,331466.5154724121
1980,225679.365234375
1981,371974.7939300537
1982,220754.10678100586
1983,198753.59408569336
1984,173305.16973876953
1985,229690.64190673828
1986,209582.79238891602
1987,195343.72171020508
1988,171084.21450805664
1989,183145.12509155273
1990,200687.31817626953
1991,238765.7370452881
1992,225505.75979614258
1993,160720.94046020508
1994,228741.3501586914
1995,177240.20336914062
1996,291857.5134277344
1997,302496.95907592773
1998,341371.85244750977
1999,316202.70138549805
2000,326389.5499267578
2001,284598.5196533203
2002,246106.92599487305
2003,220319.17724609375
2004,267877.9338378906
2005,223844.9846496582
2006,219126.50497436523
2007,242683.73110961914
2008,228921.62455749512
2009,205048.19204711914
2010,187352.57583618164
2011,125651.73913574219
