session_id,target
1,4.136467333270125e-05
2,2.461511908042207e-08
3,1.4788356578033535e-10
4,1.512711119483936e-09
5,2.3578029968561413e-07
6,1.5397530206608235e-06
7,6.302658735794987e-06
8,0.0001694152126356743
9,1.2688423838641515e-05
10,0.0011862094137033723
11,1.191526761576069e-05
12,1.2662062438054832e-06
13,4.36984493899641e-06
14,0.008442633541376808
15,9.408765167395064e-07
16,4.3922267799494484e-05
17,0.014562410374863607
18,1.5605686561092676e-06
19,0.002235247656748443
20,6.304893735704985e-08
21,0.07163612127478751
22,1.621372201964558e-09
23,3.417894848253631e-07
24,5.257048783588322e-06
25,0.00048127478950885577
26,8.245865017287343e-09
27,4.075569076998508e-06
28,1.4736522232382483e-09
29,0.00020771990535856186
30,3.2759232755674824e-05
31,0.012332007009056038
32,0.048413563035169506
33,7.381099534899515e-06
34,4.926850511538226e-07
35,0.0002806039959534931
36,2.217381421263031e-05
37,7.78782335908646e-11
38,9.136161283996942e-08
39,3.2759232755674824e-05
40,3.7911538825267974e-07
41,0.0010828437870207131
42,2.3196519028724418e-05
43,1.544596425907441e-06
44,5.552141825300694e-07
45,0.24147800498928249
46,6.85539438568184e-06
47,0.00019820619179645738
48,1.3979816591953632e-05
49,6.703412350898274e-05
50,3.962691607617004e-08
51,2.3801617792478458e-09
52,2.597573535457727e-05
53,0.03538374845225678
54,1.953360351137882e-07
55,4.4986691799000224e-07
56,1.7906243733938134e-05
57,1.608192455487079e-08
58,8.630445412945564e-07
59,5.306055081968894e-07
60,4.185245505330343e-07
61,3.841511550392828e-08
62,3.5288187213628767e-05
63,1.1353840500530623e-07
64,3.0218828341953584e-06
65,3.9031387621593526e-07
66,4.054776888124907e-07
67,1.8344977455063144e-05
68,9.66686219836258e-05
69,0.0037271500967729094
70,1.7157826904114749e-06
71,0.00010637682204596277
72,5.30604505891583e-07
73,0.0004596717619536663
74,2.461511908042207e-08
75,4.817638489759186e-07
76,5.226150869954894e-06
77,5.202745118944944e-06
78,0.0013058895404847197
79,1.926806140990333e-07
80,2.424480517798296e-06
81,9.50927006585134e-07
82,2.250192653730458e-06
83,2.2336776665532424e-10
84,0.5543852746678595
85,1.3096469048236501e-05
86,1.5536138477923844e-07
87,0.0010993144906553478
88,1.2842177196797927e-05
89,9.536949231541355e-06
90,0.02583519853837324
91,1.8251338160137564e-06
92,1.2813509132920871e-07
93,0.02354396850403258
94,1.8521356682097253e-05
95,0.00043891970838509496
96,3.531630199856005e-08
97,0.00011601080843100574
98,8.52937114065817e-06
99,1.6779654222450604e-07
100,7.046085162492947e-05
101,2.4554107295998593e-05
102,0.0007596566263255755
103,2.041119895622688e-05
104,5.6597140587101856e-05
105,4.3889320269997e-09
106,3.2409907970179346e-06
107,1.7610808393119855e-05
108,2.9721733311748573e-05
109,2.1648092218424976e-07
110,8.896760615693464e-07
111,0.00011451822823696342
112,1.9604213228166458e-09
113,0.0001931353031020337
114,8.005807802666673e-08
115,1.4476029268936178e-06
116,3.370650429746353e-05
117,3.349863420267008e-05
118,4.1588381364586505e-05
119,0.0001593028299949117
120,7.159439501396789e-07
121,4.6120820260304143e-07
122,4.4115540108328706e-07
123,9.76180257066083e-06
124,2.1248879894734924e-05
125,0.0016792270199486622
126,5.714868737878821e-08
127,5.506963419849274e-11
128,1.1103206043518542e-05
129,3.115649937825188e-05
130,0.0012656909292629195
131,0.0002748036647015848
132,6.302575397398536e-06
133,0.0006087943881181267
134,1.8687487384360568e-06
135,1.227853189828001e-07
136,4.0693285888689175e-08
137,3.390067253319755e-05
138,4.559322566671408e-05
139,4.2688334082419394e-07
140,6.886852438743003e-06
141,3.358404036808436e-09
142,7.068065130137066e-06
143,5.357266159551365e-06
144,0.0001107677794672488
145,8.072780253828646e-08
146,0.00020092780161180495
147,6.103607299634328e-06
148,0.00027912909735419147
149,6.1318797485265745e-06
150,0.050256751408964004
151,1.065322878362004e-07
152,0.031638919281258546
153,2.9238139804919466e-05
154,2.186229279667344e-05
155,2.619331008400336e-05
156,2.5946083330983144e-07
157,3.0422265446364556e-07
158,3.0218828341953584e-06
159,1.3852192010471575e-07
160,4.4115540108328706e-07
161,0.0007517788126705978
162,0.0001407763610643672
163,0.00016446761577119424
164,8.547576617684307e-05
165,4.473943382054447e-10
166,1.223598075769235e-07
167,0.0028521859969335554
168,6.1318797485265745e-06
169,1.234577452916912e-05
170,2.4315175826569244e-06
171,3.993099980439166e-05
172,0.0005486609123481542
173,4.080429785898123e-05
174,1.6345071289942413e-06
175,0.0778952192126913
176,0.0005270701596156028
177,3.0046963096196103e-05
178,1.9394845841123066e-07
179,2.476851532015993e-07
180,3.8133826457799414e-06
181,1.413385797398746e-05
182,0.0018877015558701163
183,6.78759981647544e-07
184,1.5379308626139995e-07
185,8.229809352384217e-06
186,6.8820744285220735e-06
187,2.6484579784078257e-09
188,6.4456099105375e-08
189,1.2953445426948302e-05
190,8.742909586537052e-06
191,1.3032684308774402e-05
192,1.4723882019518967e-05
193,0.0004315177549071852
194,0.0003218036504606032
195,3.5906475034955613e-06
196,6.9935051785098335e-09
197,5.3057040405785655e-05
198,0.00358996739019775
199,0.00022396258689953062
200,2.3818257877836485e-06
201,9.231682626345625e-08
202,0.0002716836554817154
